,u,i,ts,label,idx
137,38,381,1295499600.0,0.0,8826
138,24,1088,1295586000.0,0.0,6833
139,1088,24,1295586000.0,2.0,6892
140,918,1116,1295672400.0,2.0,22916
141,1116,918,1295672400.0,2.0,22917
142,5,533,1295845200.0,0.0,1975
143,533,5,1295845200.0,2.0,2183
144,41,918,1295931600.0,0.0,9161
145,918,41,1295931600.0,2.0,9224
146,380,41,1295931600.0,2.0,9225
147,5,75,1296018000.0,0.0,1817
148,5,447,1296018000.0,0.0,1974
149,447,5,1296018000.0,2.0,2182
150,46,390,1296018000.0,0.0,9643
151,390,46,1296018000.0,2.0,9692
152,24,390,1296104400.0,0.0,6788
153,390,24,1296104400.0,2.0,6842
154,127,390,1296104400.0,2.0,14983
155,294,390,1296104400.0,2.0,19322
156,92,533,1296190800.0,0.0,13135
157,533,92,1296190800.0,2.0,13152
158,92,770,1296277200.0,0.0,13134
159,770,92,1296277200.0,2.0,13151
160,770,114,1296277200.0,2.0,14322
161,1128,114,1296277200.0,2.0,14323
162,3,769,1296450000.0,0.0,976
163,5,769,1296450000.0,0.0,1836
164,769,5,1296450000.0,2.0,2110
165,711,24,1296536400.0,2.0,6869
166,45,1088,1296536400.0,2.0,9594
167,1088,45,1296536400.0,2.0,9633
168,75,1088,1296536400.0,2.0,11962
169,1088,75,1296536400.0,2.0,11975
170,294,127,1296536400.0,2.0,14989
171,3,1210,1296622800.0,0.0,1006
172,55,3,1296622800.0,0.0,1103
173,75,3,1296622800.0,2.0,1113
174,1210,3,1296622800.0,2.0,1184
175,3,294,1296709200.0,0.0,975
176,5,1910,1296709200.0,0.0,1973
177,1910,5,1296709200.0,2.0,2181
178,75,294,1296709200.0,2.0,11961
179,92,294,1296709200.0,0.0,13124
180,114,294,1296709200.0,0.0,14296
181,127,294,1296709200.0,2.0,14977
182,440,294,1296709200.0,2.0,19326
183,7401,294,1296709200.0,2.0,19327
184,390,294,1296709200.0,2.0,19328
185,403,294,1296709200.0,2.0,19333
186,380,32,1296795600.0,2.0,8136
187,41,46,1296795600.0,0.0,9159
188,41,990,1296795600.0,0.0,9160
189,46,41,1296795600.0,0.0,9223
190,75,132,1296882000.0,2.0,11955
191,132,146,1296882000.0,0.0,15259
192,132,562,1296882000.0,0.0,15260
193,146,132,1296882000.0,0.0,15283
194,562,132,1296882000.0,2.0,15284
195,55,149,1297054800.0,0.0,10477
196,149,55,1297054800.0,0.0,10511
197,122,513,1297054800.0,2.0,14719
198,513,122,1297054800.0,0.0,14744
199,32,380,1297141200.0,0.0,8096
200,41,380,1297141200.0,0.0,9158
201,149,440,1297141200.0,0.0,15924
202,440,149,1297141200.0,2.0,15941
203,403,250,1297141200.0,2.0,18663
204,3,447,1297227600.0,0.0,1090
205,149,769,1297227600.0,0.0,15922
206,149,271,1297227600.0,0.0,15923
207,769,149,1297227600.0,2.0,15939
208,271,149,1297227600.0,2.0,15940
209,5,2104,1297314000.0,0.0,1911
210,2104,5,1297314000.0,2.0,2114
211,41,2104,1297314000.0,0.0,9117
212,2104,41,1297314000.0,2.0,9177
213,46,769,1297314000.0,0.0,9685
214,769,46,1297314000.0,2.0,9740
215,250,403,1297314000.0,2.0,18654
216,447,769,1297314000.0,2.0,20887
217,769,447,1297314000.0,2.0,20888
218,24,5,1297400400.0,0.0,1988
219,238,5,1297400400.0,2.0,2108
220,769,24,1297400400.0,2.0,6871
221,5,238,1297486800.0,0.0,1856
222,120,149,1297486800.0,0.0,14650
223,149,513,1297486800.0,0.0,15909
224,149,1410,1297486800.0,0.0,15921
225,1410,149,1297486800.0,2.0,15938
226,238,271,1297486800.0,2.0,18433
227,271,238,1297486800.0,2.0,18442
228,3,380,1297573200.0,0.0,1089
229,380,3,1297573200.0,2.0,1274
230,55,467,1297573200.0,0.0,10492
231,467,55,1297573200.0,2.0,10525
232,149,467,1297573200.0,0.0,15920
233,467,149,1297573200.0,2.0,15937
234,224,380,1297573200.0,2.0,18188
235,380,224,1297573200.0,2.0,18198
236,380,467,1297573200.0,2.0,20276
237,1210,380,1297573200.0,2.0,20277
238,467,380,1297573200.0,2.0,20279
239,110,149,1297659600.0,0.0,14161
240,149,110,1297659600.0,0.0,14194
241,149,1402,1297659600.0,0.0,15919
242,271,380,1297659600.0,2.0,18998
243,380,271,1297659600.0,2.0,19002
244,3,2699,1297746000.0,0.0,1010
245,2699,3,1297746000.0,2.0,1189
246,1920,24,1297746000.0,2.0,6891
247,41,1227,1297746000.0,0.0,9157
248,1227,41,1297746000.0,2.0,9222
249,55,461,1297746000.0,0.0,10479
250,132,75,1297746000.0,0.0,11966
251,149,120,1297746000.0,0.0,14671
252,41,1920,1297832400.0,0.0,9156
253,1920,41,1297832400.0,2.0,9221
254,712,45,1297832400.0,2.0,9621
255,55,380,1297832400.0,0.0,10491
256,380,55,1297832400.0,2.0,10524
257,110,380,1297832400.0,0.0,14160
258,380,110,1297832400.0,2.0,14193
259,132,149,1297832400.0,0.0,15256
260,149,132,1297832400.0,0.0,15277
261,149,841,1297832400.0,0.0,15908
262,841,149,1297832400.0,2.0,15926
263,7328,149,1297832400.0,2.0,15935
264,1402,149,1297832400.0,2.0,15936
265,153,1629,1297832400.0,2.0,16103
266,153,513,1297832400.0,2.0,16104
267,1629,153,1297832400.0,2.0,16121
268,380,1231,1297832400.0,2.0,20275
269,1231,380,1297832400.0,2.0,20278
270,1402,7328,1297832400.0,2.0,23496
271,5,711,1297918800.0,0.0,1860
272,711,5,1297918800.0,2.0,2055
273,41,1601,1297918800.0,0.0,9155
274,1601,41,1297918800.0,2.0,9220
275,149,153,1297918800.0,0.0,15918
276,153,149,1297918800.0,2.0,15934
277,3,770,1298005200.0,0.0,1005
278,447,3,1298005200.0,2.0,1182
279,770,3,1298005200.0,2.0,1183
280,24,936,1298005200.0,0.0,6832
281,936,24,1298005200.0,2.0,6890
282,41,149,1298005200.0,0.0,9154
283,149,41,1298005200.0,0.0,9219
284,45,712,1298005200.0,2.0,9577
285,5,1271,1298091600.0,0.0,1839
286,1271,5,1298091600.0,2.0,2022
287,120,770,1298091600.0,0.0,14662
288,770,120,1298091600.0,2.0,14678
289,513,149,1298091600.0,0.0,15928
290,153,770,1298091600.0,2.0,16102
291,770,153,1298091600.0,2.0,16119
292,461,513,1298091600.0,2.0,20990
293,461,770,1298091600.0,2.0,20991
294,770,461,1298091600.0,2.0,20997
295,513,461,1298091600.0,0.0,20998
296,45,149,1298178000.0,2.0,9593
297,149,45,1298178000.0,0.0,9632
298,3,5,1298264400.0,0.0,934
299,5,3,1298264400.0,0.0,1096
300,41,852,1298264400.0,0.0,9153
301,852,41,1298264400.0,2.0,9218
302,55,153,1298264400.0,0.0,10490
303,153,55,1298264400.0,2.0,10523
304,149,1601,1298264400.0,0.0,15913
305,1601,149,1298264400.0,2.0,15931
306,41,1402,1298350800.0,0.0,9115
307,224,252,1298350800.0,2.0,18187
308,252,224,1298350800.0,2.0,18197
309,55,532,1298437200.0,0.0,10489
310,532,55,1298437200.0,2.0,10522
311,532,7328,1298437200.0,2.0,21426
312,7328,532,1298437200.0,2.0,21431
313,41,235,1298523600.0,0.0,9152
314,235,41,1298523600.0,2.0,9217
315,45,380,1298523600.0,2.0,9592
316,24,2439,1298610000.0,0.0,6831
317,45,24,1298610000.0,2.0,6870
318,2439,24,1298610000.0,2.0,6889
319,1078,41,1298610000.0,2.0,9216
320,46,532,1298610000.0,0.0,9684
321,532,46,1298610000.0,2.0,9739
322,107,298,1298610000.0,2.0,13983
323,298,107,1298610000.0,0.0,14022
324,132,532,1298610000.0,0.0,15274
325,532,132,1298610000.0,2.0,15296
326,149,1914,1298610000.0,0.0,15912
327,1914,149,1298610000.0,2.0,15930
328,532,841,1298610000.0,2.0,21423
329,841,532,1298610000.0,2.0,21427
330,532,5,1298696400.0,2.0,2179
331,110,1271,1298696400.0,0.0,14142
332,1271,110,1298696400.0,2.0,14169
333,1213,298,1298696400.0,2.0,19362
334,1271,1922,1298696400.0,2.0,23404
335,1922,1271,1298696400.0,2.0,23405
336,3,1402,1298782800.0,0.0,1003
337,109,110,1298782800.0,2.0,14106
338,110,109,1298782800.0,0.0,14132
339,153,627,1298782800.0,2.0,16092
340,627,153,1298782800.0,2.0,16112
341,1402,7553,1298782800.0,2.0,23494
342,7553,1402,1298782800.0,2.0,23498
343,313,3,1298869200.0,0.0,1112
344,24,1227,1298869200.0,0.0,6817
345,1227,24,1298869200.0,2.0,6867
346,41,1078,1298869200.0,0.0,9151
347,55,841,1298869200.0,0.0,10488
348,841,55,1298869200.0,2.0,10521
349,110,224,1298869200.0,0.0,14159
350,224,110,1298869200.0,2.0,14192
351,532,775,1298869200.0,2.0,21425
352,775,532,1298869200.0,2.0,21430
353,110,1100,1298955600.0,0.0,14158
354,1100,110,1298955600.0,2.0,14191
355,140,149,1298955600.0,2.0,15538
356,149,140,1298955600.0,0.0,15557
357,146,224,1298955600.0,0.0,15784
358,146,1100,1298955600.0,0.0,15785
359,224,146,1298955600.0,2.0,15828
360,1100,146,1298955600.0,2.0,15829
361,149,1100,1298955600.0,0.0,15917
362,1100,149,1298955600.0,2.0,15933
363,5,194,1299042000.0,0.0,1906
364,5,513,1299042000.0,0.0,1970
365,5,252,1299042000.0,0.0,1971
366,194,5,1299042000.0,2.0,2107
367,513,5,1299042000.0,0.0,2178
368,46,467,1299042000.0,0.0,9683
369,467,46,1299042000.0,2.0,9738
370,5,251,1299128400.0,0.0,1908
371,5,1909,1299128400.0,0.0,1969
372,251,5,1299128400.0,2.0,2109
373,1909,5,1299128400.0,2.0,2177
374,298,1213,1299128400.0,0.0,19360
375,5,1817,1299214800.0,0.0,1910
376,1817,5,1299214800.0,2.0,2113
377,45,1077,1299214800.0,2.0,9576
378,1077,45,1299214800.0,2.0,9620
379,110,513,1299214800.0,0.0,14137
380,45,1132,1299387600.0,2.0,9578
381,45,132,1299387600.0,2.0,9591
382,380,45,1299387600.0,2.0,9619
383,1132,45,1299387600.0,2.0,9622
384,132,45,1299387600.0,0.0,9631
385,3,55,1299474000.0,0.0,926
386,5,380,1299474000.0,0.0,1968
387,24,140,1299474000.0,0.0,6818
388,140,24,1299474000.0,2.0,6868
389,45,107,1299474000.0,2.0,9590
390,107,45,1299474000.0,2.0,9630
391,166,224,1299474000.0,2.0,16492
392,224,166,1299474000.0,2.0,16497
393,109,24,1299560400.0,2.0,6866
394,2,5,1299646800.0,0.0,149
395,5,2440,1299646800.0,0.0,1967
396,2440,5,1299646800.0,2.0,2176
397,24,1602,1299646800.0,0.0,6829
398,24,1399,1299646800.0,0.0,6830
399,1602,24,1299646800.0,2.0,6887
400,1399,24,1299646800.0,2.0,6888
401,109,1602,1299646800.0,2.0,14105
402,1602,109,1299646800.0,2.0,14131
403,24,100,1299733200.0,0.0,6816
404,1132,24,1299733200.0,2.0,6841
405,100,24,1299733200.0,2.0,6865
406,2441,7553,1299733200.0,2.0,23965
407,7553,2441,1299733200.0,2.0,23966
408,5,841,1299906000.0,0.0,1966
409,841,5,1299906000.0,2.0,2175
410,24,1079,1299906000.0,0.0,6828
411,1079,24,1299906000.0,2.0,6885
412,85,24,1299906000.0,2.0,6886
413,5,469,1299992400.0,0.0,1905
414,469,5,1299992400.0,2.0,2106
415,85,149,1299992400.0,2.0,12593
416,149,85,1299992400.0,0.0,12660
417,5,2,1300161600.0,0.0,468
418,380,5,1300161600.0,2.0,2050
419,7551,5,1300161600.0,1.0,2174
420,17,769,1300161600.0,0.0,5640
421,769,17,1300161600.0,2.0,5754
422,24,467,1300161600.0,0.0,6827
423,2442,24,1300161600.0,2.0,6884
424,467,655,1300161600.0,2.0,21027
425,655,467,1300161600.0,2.0,21029
426,607,1602,1300161600.0,2.0,21823
427,1602,607,1300161600.0,2.0,21824
428,5,1402,1300248000.0,0.0,1853
429,5,842,1300248000.0,0.0,1904
430,24,1402,1300248000.0,0.0,6805
431,1402,24,1300248000.0,2.0,6855
432,420,607,1300248000.0,2.0,20644
433,607,420,1300248000.0,2.0,20653
434,7553,469,1300248000.0,2.0,21037
435,5,2443,1300334400.0,0.0,1965
436,2443,5,1300334400.0,2.0,2173
437,154,24,1300334400.0,2.0,6853
438,467,24,1300420800.0,2.0,6883
439,224,467,1300420800.0,2.0,18183
440,467,224,1300420800.0,2.0,18190
441,420,5,1300507200.0,2.0,2105
442,154,153,1300593600.0,2.0,16118
443,5,563,1300680000.0,0.0,1814
444,842,5,1300680000.0,2.0,2048
445,250,5,1300680000.0,2.0,2172
446,5,250,1300766400.0,0.0,1902
447,11,469,1300766400.0,0.0,4002
448,469,11,1300766400.0,2.0,4164
449,17,1911,1300766400.0,0.0,5639
450,1911,17,1300766400.0,2.0,5753
451,24,711,1300766400.0,0.0,6815
452,45,153,1300766400.0,2.0,9589
453,153,45,1300766400.0,2.0,9629
454,5,420,1300852800.0,0.0,1903
455,5,843,1300852800.0,0.0,1963
456,17,843,1300852800.0,0.0,5637
457,843,17,1300852800.0,2.0,5752
458,24,843,1300852800.0,0.0,6795
459,24,45,1300852800.0,0.0,6806
460,24,1912,1300852800.0,0.0,6814
461,843,24,1300852800.0,2.0,6849
462,1912,24,1300852800.0,2.0,6864
463,100,843,1300852800.0,2.0,13663
464,149,843,1300852800.0,0.0,15916
465,7553,153,1300852800.0,2.0,16117
466,154,843,1300852800.0,2.0,16144
467,1911,235,1300852800.0,2.0,18399
468,271,437,1300852800.0,2.0,18997
469,437,271,1300852800.0,2.0,19001
470,380,2,1300939200.0,2.0,467
471,843,5,1300939200.0,2.0,2171
472,64,224,1300939200.0,0.0,11171
473,224,64,1300939200.0,2.0,11195
474,843,100,1300939200.0,2.0,13689
475,299,146,1300939200.0,2.0,15826
476,224,712,1300939200.0,2.0,18182
477,712,224,1300939200.0,2.0,18196
478,17,712,1301025600.0,0.0,5638
479,92,153,1301025600.0,0.0,13122
480,153,92,1301025600.0,2.0,13142
481,7328,146,1301025600.0,2.0,15825
482,299,1211,1301025600.0,2.0,19374
483,1211,299,1301025600.0,2.0,19382
484,390,1078,1301025600.0,2.0,20354
485,24,909,1301112000.0,0.0,6813
486,24,1081,1301112000.0,0.0,6826
487,909,24,1301112000.0,2.0,6863
488,1081,24,1301112000.0,2.0,6882
489,563,100,1301112000.0,0.0,13671
490,843,154,1301112000.0,2.0,16166
491,354,1213,1301198400.0,2.0,20001
492,380,354,1301198400.0,2.0,20011
493,1213,354,1301198400.0,2.0,20012
494,2445,1213,1301198400.0,2.0,23330
495,3,24,1301284800.0,0.0,932
496,3,100,1301284800.0,0.0,962
497,3,987,1301284800.0,0.0,1087
498,3,1604,1301284800.0,0.0,1088
499,470,3,1301284800.0,0.0,1105
500,987,3,1301284800.0,2.0,1271
501,149,3,1301284800.0,0.0,1272
502,1604,3,1301284800.0,2.0,1273
503,5,24,1301284800.0,0.0,1794
504,17,1213,1301284800.0,0.0,5636
505,1213,17,1301284800.0,2.0,5751
506,501,24,1301284800.0,2.0,6848
507,55,92,1301284800.0,0.0,10465
508,100,354,1301284800.0,2.0,13662
509,354,100,1301284800.0,2.0,13688
510,154,1604,1301284800.0,2.0,16143
511,299,24,1301371200.0,2.0,6861
512,402,24,1301371200.0,2.0,6881
513,298,1604,1301371200.0,0.0,19359
514,24,1403,1301457600.0,0.0,6825
515,1403,24,1301457600.0,2.0,6879
516,139,24,1301457600.0,0.0,6880
517,1079,1909,1301457600.0,2.0,23174
518,1909,1079,1301457600.0,2.0,23176
519,3,251,1301544000.0,0.0,921
520,3,45,1301544000.0,0.0,1002
521,45,3,1301544000.0,2.0,1270
522,5,1603,1301544000.0,0.0,1900
523,1603,5,1301544000.0,2.0,2046
524,107,100,1301544000.0,2.0,13687
525,153,7553,1301544000.0,2.0,16101
526,420,1215,1301544000.0,2.0,20643
527,1215,420,1301544000.0,2.0,20652
528,24,1401,1301630400.0,0.0,6804
529,1401,24,1301630400.0,2.0,6854
530,420,988,1301630400.0,2.0,20642
531,988,420,1301630400.0,2.0,20651
532,5,312,1301716800.0,0.0,1813
533,5,366,1301716800.0,0.0,1901
534,17,45,1301716800.0,0.0,5560
535,45,17,1301716800.0,2.0,5675
536,17,2446,1301803200.0,0.0,5535
537,17,1915,1301803200.0,0.0,5635
538,2446,17,1301803200.0,2.0,5749
539,1915,17,1301803200.0,2.0,5750
540,46,439,1301803200.0,0.0,9682
541,92,439,1301803200.0,0.0,13133
542,439,92,1301803200.0,2.0,13150
543,153,989,1301803200.0,2.0,16100
544,989,153,1301803200.0,2.0,16116
545,3,46,1301889600.0,0.0,977
546,46,3,1301889600.0,0.0,1149
547,5,55,1301889600.0,0.0,1818
548,5,7551,1301889600.0,0.0,1962
549,7553,5,1301889600.0,2.0,1980
550,41,5,1301889600.0,0.0,1994
551,92,5,1301889600.0,0.0,1995
552,55,5,1301889600.0,0.0,1996
553,120,5,1301889600.0,0.0,1997
554,381,5,1301889600.0,2.0,2103
555,17,146,1301889600.0,0.0,5586
556,146,17,1301889600.0,0.0,5698
557,24,657,1301889600.0,0.0,6778
558,24,55,1301889600.0,0.0,6785
559,657,24,1301889600.0,0.0,6838
560,55,146,1301889600.0,0.0,10480
561,7553,55,1301889600.0,2.0,10498
562,294,55,1301889600.0,2.0,10510
563,92,224,1301889600.0,0.0,13126
564,224,92,1301889600.0,2.0,13147
565,355,1403,1301889600.0,2.0,20014
566,1403,355,1301889600.0,2.0,20016
567,420,772,1301889600.0,2.0,20636
568,772,420,1301889600.0,2.0,20650
569,1401,7553,1301889600.0,2.0,23492
570,7553,1401,1301889600.0,2.0,23493
571,2,847,1301976000.0,0.0,398
572,847,2,1301976000.0,2.0,883
573,3,2447,1301976000.0,0.0,1086
574,2447,3,1301976000.0,2.0,1268
575,201,3,1301976000.0,2.0,1269
576,17,711,1301976000.0,0.0,5634
577,711,17,1301976000.0,2.0,5747
578,608,17,1301976000.0,2.0,5748
579,24,845,1301976000.0,0.0,6787
580,24,608,1301976000.0,0.0,6810
581,24,402,1301976000.0,0.0,6812
582,845,24,1301976000.0,0.0,6840
583,46,252,1301976000.0,0.0,9681
584,153,252,1301976000.0,2.0,16089
585,252,153,1301976000.0,2.0,16106
586,252,355,1301976000.0,2.0,18683
587,252,7551,1301976000.0,2.0,18688
588,355,252,1301976000.0,2.0,18691
589,7551,252,1301976000.0,1.0,18695
590,770,711,1301976000.0,2.0,22312
591,2,1607,1302062400.0,0.0,148
592,1607,2,1302062400.0,2.0,466
593,24,848,1302062400.0,0.0,6802
594,608,24,1302062400.0,2.0,6847
595,848,24,1302062400.0,2.0,6852
596,504,24,1302062400.0,2.0,6878
597,64,225,1302062400.0,0.0,11170
598,225,64,1302062400.0,2.0,11194
599,120,381,1302062400.0,0.0,14661
600,201,608,1302062400.0,2.0,17725
601,201,848,1302062400.0,2.0,17728
602,608,201,1302062400.0,2.0,17729
603,848,201,1302062400.0,2.0,17732
604,420,532,1302062400.0,2.0,20641
605,532,420,1302062400.0,2.0,20649
606,24,438,1302148800.0,0.0,6777
607,24,2448,1302148800.0,0.0,6824
608,438,24,1302148800.0,0.0,6839
609,2448,24,1302148800.0,2.0,6877
610,713,3481,1302148800.0,2.0,22317
611,3,504,1302235200.0,0.0,952
612,3,988,1302235200.0,0.0,1085
613,504,3,1302235200.0,2.0,1180
614,988,3,1302235200.0,2.0,1267
615,5,224,1302235200.0,0.0,1815
616,5,532,1302235200.0,0.0,1855
617,224,5,1302235200.0,2.0,2018
618,17,504,1302235200.0,0.0,5544
619,24,504,1302235200.0,0.0,6784
620,24,502,1302235200.0,0.0,6794
621,24,2444,1302235200.0,0.0,6823
622,130,24,1302235200.0,0.0,6836
623,502,24,1302235200.0,0.0,6860
624,2444,24,1302235200.0,2.0,6876
625,45,502,1302235200.0,2.0,9568
626,502,45,1302235200.0,0.0,9613
627,100,504,1302235200.0,2.0,13648
628,504,100,1302235200.0,2.0,13670
629,150,420,1302235200.0,0.0,15966
630,420,150,1302235200.0,2.0,15991
631,201,504,1302235200.0,2.0,17727
632,504,201,1302235200.0,2.0,17731
633,852,845,1302235200.0,2.0,22753
634,354,46,1302321600.0,2.0,9737
635,114,1608,1302321600.0,0.0,14308
636,1608,114,1302321600.0,2.0,14331
637,1608,1917,1302321600.0,2.0,23623
638,1917,1608,1302321600.0,2.0,23624
639,3,505,1302408000.0,0.0,1084
640,505,3,1302408000.0,2.0,1265
641,7402,3,1302408000.0,2.0,1266
642,7402,5,1302408000.0,2.0,2015
643,17,772,1302494400.0,0.0,5585
644,772,17,1302494400.0,2.0,5696
645,1606,75,1302494400.0,2.0,11971
646,132,608,1302494400.0,0.0,15273
647,712,150,1302494400.0,2.0,15990
648,770,608,1302494400.0,2.0,21825
649,842,910,1302494400.0,2.0,22747
650,910,842,1302494400.0,2.0,22748
651,2,2449,1302580800.0,0.0,397
652,2449,2,1302580800.0,2.0,882
653,17,238,1302580800.0,0.0,5633
654,238,17,1302580800.0,2.0,5746
655,24,237,1302580800.0,0.0,6783
656,24,771,1302580800.0,0.0,6793
657,771,24,1302580800.0,2.0,6845
658,844,24,1302580800.0,2.0,6846
659,41,238,1302580800.0,0.0,9150
660,238,41,1302580800.0,2.0,9215
661,64,656,1302580800.0,0.0,11155
662,64,846,1302580800.0,0.0,11169
663,656,64,1302580800.0,2.0,11180
664,846,64,1302580800.0,2.0,11193
665,114,503,1302580800.0,0.0,14295
666,503,114,1302580800.0,2.0,14320
667,153,237,1302580800.0,2.0,16099
668,237,153,1302580800.0,2.0,16115
669,238,657,1302580800.0,2.0,18441
670,657,238,1302580800.0,0.0,18449
671,656,774,1302580800.0,2.0,22063
672,774,656,1302580800.0,2.0,22064
673,3,1922,1302667200.0,0.0,961
674,533,3,1302667200.0,2.0,1264
675,5,46,1302667200.0,0.0,1858
676,5,712,1302667200.0,0.0,1961
677,139,17,1302667200.0,0.0,5745
678,774,24,1302667200.0,2.0,6875
679,107,312,1302667200.0,2.0,14009
680,107,656,1302667200.0,2.0,14010
681,312,107,1302667200.0,0.0,14021
682,656,107,1302667200.0,2.0,14046
683,235,225,1302667200.0,2.0,18230
684,3,1923,1302753600.0,0.0,1083
685,1923,3,1302753600.0,2.0,1263
686,438,5,1302753600.0,0.0,2016
687,17,139,1302753600.0,0.0,5584
688,712,17,1302753600.0,2.0,5660
